cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9inghuRX7cl,You're the best! ❤️,2 weeks ago,H28,UC0cku7l-P_nTfdO_xBhRXpA,2,https://yt3.ggpht.com/ytc/AMLnZu9qcNOd5kgwUVSeYnY0qcbMN3zkUHWKBrZ3DQtwSA=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.179439
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9inogyHCFce,Appreciate it chief,2 weeks ago,conner clarke,UC5D5lhCZ_8uBbE9mId8Wymg,2,https://yt3.ggpht.com/ytc/AMLnZu_Uuk3K4cxlFNJIBCuoyGqMG60qb4TaLm53kw=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.180472
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9inowiLipCM,Thank you,2 weeks ago,Basheer Rko,UCNULisi2ulowz6KDwA7YZgQ,2,https://yt3.ggpht.com/ytc/AMLnZu_5OVYXSA2QVQ1jznXz7NykcBPKaxQXTCNM5O4CpA=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.181472
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9inqgyyRt8a,Thanks,2 weeks ago,Marcin,UCHmWZDyd_saZL4F_DyvEnGw,2,https://yt3.ggpht.com/-hGoWos6mAM2NLjmVJqaDtNu0ZdHyazcpcg5AxPsikd_7KarGKb-H3uHq-p1mFr_VbgVfRS9oQ=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.183438
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9io0MHjnuOd,GOAT!,2 weeks ago,Lowerhalfgringo,UCbg4VIo18qTORm5FikEv2vg,2,https://yt3.ggpht.com/ytc/AMLnZu84nZxyUVo9jpwt2jKkyxlLf947zhWQzG8mF1ipJaM=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.184439
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9io2xXvDcBX,Thank you!,2 weeks ago,Erick Delgado,UC-hvpb41ctXP8XQnJW6Nrtw,2,https://yt3.ggpht.com/ytc/AMLnZu9UmileAc5C8XBHgDHUeYiMmKlWwkCyAHuGZBThfA=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.185438
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9ioWzJqwww6,Thank you so much!,2 weeks ago,Jesslikesthat,UCJc-9bZcBdqHjPiSNDHDSuw,2,https://yt3.ggpht.com/ZXYjhuIYJ3OXaoKD6BEKeR3lYYqPRMzBTKzMGMdQ8_Yo1_tcmo98QK_nBvA7J_z0gAq_60OIG7g=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.187438
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9iorDo78M3x,You're the best!,2 weeks ago,Austin Alexander,UC4WhBfZg4qbBdxwMC-ASKOQ,2,https://yt3.ggpht.com/ytc/AMLnZu8_SmTymNFKquvkqWmlsWWSsDT4xMdUZgE0Gg=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.188438
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9ipNA-0Xio_,Much appreciated!,2 weeks ago,Christian Satine,UCZPlCjDwqkUChecO95IkRZA,2,https://yt3.ggpht.com/ytc/AMLnZu_8h5B3Q8hvjAXVmK8rDbavt49R6hUixwmW6A=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.189476
Ugzt5aoMZIAgrOzidRx4AaABAg.9inZmroQ-ry9ipO9_R7mSB,Thank You,2 weeks ago,JAXV KAL,UCp3gjadD5WKKqfrUiiyEkug,2,https://yt3.ggpht.com/ytc/AMLnZu8KToAr8alcRYXR1kutNWxbObDOe8n5MNB8q8N_cYE=s176-c-k-c0x00ffffff-no-rj,False,True,1669738605.5677
